"ID","Ref","Created","Updated","Name","Description","Scope of works","Status","Priority","Property Ref","Property Client Ref","Property Name","Property Account Manager","Property Certification Date","Client Ref","Client","Primary Contact Name","Primary Contact Email","Contractor","Task Value","Category","Tags","Address","Site Suburb","Postal code","Assigned Technician","Supporting Technicians","Assigned Office","Technician","Salesperson","Round","Due","Due After","Scheduled Date","Performed Date","Completed Date","On-site Date","SLA","Due (on site)","Due (performed)","Time to Site (SLA)","Time to Performed (SLA)","Authorisation Ref","Authorisation Amount","Contractor Authorisation Limit","Workorder URL","Internal Note","Invoice Note","Technician Note","Latitude","Longitude","Access Procedure","Access Note","Access Code","Access Schedule","Access Window","Is Active","Deleted","Invoiced","Inactive Date","Billing Card Ref","Billing Card Name","Branch","Cost Centre","Service Group","Zone","Est. Duration","Author","Updated By","Parent Task","Minor Job"
36664,"T-36664","2026-03-27 09:28:00","2026-03-27 12:32:14","Faults on FIP","Faults on FIP","Require to investigate faults on FIP","PERFORMED",5,"39704","","Frutex - 20 St Albans Road, Kingsgrove, NSW 2208","","2020-05-20","1007","Sterilisation Technologies Australia Pty Ltd","Natural Food Technologies Pty Ltd","finance@frutex.com.au","",460.0000,"Callout","","18 St Albans Road, KINGSGROVE, NSW, 2208, Australia","Kingsgrove","2208","Darren Brailey","","Jamie Wright","Darren Brailey","","","","","2026-03-27 10:00:00","2026-03-27 12:32:14","","2026-03-27 10:58:29","","","","","","","","","","","","Darren 27/3/26. 
Arrived found zone 13 in fault. 
5 detectors in ladies toilet had on voltage. Found bad connection repaired and left system normal.
See attached photo. 
Also found two old smoke bases in disabled toilet and store room without detection being used as connection. See attached photo.",-33.9346547,151.0948527,"","Juan Piriz - 02-95026596 (Compliance Officer)
Gate code: 4321
Bottom Warehouse only","","NR","",True,"",False,"","CO-2179","Sterilisation Technologies Australia Pty Ltd","","[] ","R DETECTION","","","Jamie Wright","Darren Brailey"," ",""
36637,"T-36637","2026-03-27 08:29:33","2026-03-31 07:19:40","isolated on Tuesday at 7:30 or earlier","isolated on Tuesday at 7:30 or earlier","Dik will be on site at 7.30 am on Monday. Could you please arrange access to the shop at that time. He will need the access key to the plant room.
 
Also on Tuesday we will require the smoke alarm to be isolated as he needs to do some brazing please.
 
","PERFORMED",5,"39964","","Ya Zhou Wen Hua Enterprises - 541-543 Kent Street, Sydney, NSW 2000 - NSW 2134","","2019-11-01","168","C/- ED Realty","Jason Wu","jason.wu@edrealty.com.au","",460.0000,"Callout","","541-543 Kent Street, SYDNEY, NSW, 2000, Australia","Sydney","2000","Gordon Jenkins","","Jamie Wright","Gordon Jenkins","","","","","2026-03-31 07:00:00","2026-03-31 07:19:40","","2026-03-31 07:19:25","","","","","","Jay Yao Wu","","","","","","isolated level six as per report",-33.8757078,151.2051691,"","142
Jason Wu 0410 687 888
8.30am start
","","NR","",True,"",False,"","CO-1954","ED Realty","","[] ","R DETECTION","","","Jamie Wright","Gordon Jenkins"," ",""
35837,"T-35837","2026-03-20 15:18:24","2026-04-09 20:58:03","Tower A – FEDEX. Isolations","Tower A – FEDEX. Isolations","The fire panel on Level 1 – South Side will need to be impaired during this period.
Please attend to isolate and attend de isolate the system as required.
Please see the attached document for further details 
","PERFORMED",5,"39A434","","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","2023-10-27","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","Colliers","jason.natoli@colliers.com","",6340.0000,"Callout","","197-201 Coward Street, Mascot, NSW, 2020, Australia","Mascot","2020","Nu Unasa","Darren Brailey, Gordon Jenkins, Jimmy Kak, Sydney Kak","Jamie Wright","Gordon Jenkins","","","","","2026-03-23 07:00:00","2026-03-23 15:24:17","","2026-03-23 08:36:19","","","","","","","","","","","","Darren 23/3/26. 
Isolated zone 4 level 1 as per task.

De isolated zone 4 level 1 as per task
Jimmy 23/3/26
Isolated zone 4 on the 24/3/26 at 6am as per task  De isolated zone 4 at 3.30 on the 24/326 Sydney   25/3/26 isolated level 4 and 5 at 610 am Sydney kak De isolated levels 4 and 5 at 530 pm on the 25/3/26 by Sydney kak isolated zone 4 on the 26/3/26 at 6am Sydney kak De isolated zone 4 on the 26/3/26 at 3.30 pm Sydney Kak  isolated zone 2/3/5 on the 27/3/26 at 6.15 am Sydney Kak De isolated zone 2/3/5 on the 27/3/26 at 3.30pm Sydney kak

31/3/26 
Isolated building A level 1 detection",-33.9249112,151.1882823,"","Contact Jason on Scott  **CALL then THE DAY BEFORE**
**TaskFlo Inductions required**
Access to Keys need to via the link below. Valid for 1 year - find PIN If unable to find site can resend pin, emailed upload loaded to keymaster profile must be company email
<https://www.keymaas.com.au/userRegistration.html?site=a814b300-b267-4d66-ae08-1eea38ade79c>","","NR","",True,"",False,"","CO-504","Colliers International","","[] ","R DETECTION","","","Jamie Wright","Gordon Jenkins"," ",""
35784,"T-35784","2026-03-19 15:40:53","2026-03-24 14:47:52","isolate the detectors at AU877-Bldg 3 Light and Wonder office","isolate the detectors at AU877-Bldg 3 Light and Wonder office","Please if you can book a tech to isolate the detectors at AU877-Bldg 3 Light and Wonder office.

Our plumbers will be attending on the below date for the smoke test on the drainage system:

•	24th March 2026 Tuesday @ 630am.

Thanks.

Angelo
","PERFORMED",5,"39A114 AU877","","Goodman AU877 - Silverwater D/C - Light & Wonder - 4 Newington Road, Silverwater, NSW 1044","","","","Goodman Property Services (Aust) Pty Limited SC01822","Angelo Munozco","Angelo.Munozco@goodman.com","",460.0000,"Callout","","4 Newington Road, SILVERWATER, NSW,  2128, Australia","Silverwater","2128","Nu Unasa","Gordon Jenkins","Jamie Wright","Gordon Jenkins","","","","","2026-03-24 06:00:00","2026-03-24 14:47:52","","2026-03-24 06:58:12","","","","","","","","","","","","Isolated fire system for building works return later and deisolate

Returned de isolated system  back online",-33.8287456,151.0532076,"","","4444#","NR","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","","Jamie Wright","Gordon Jenkins"," ",""
34783,"T-34783","2026-03-13 09:29:04","2026-03-16 10:41:33","Mechanical trip test","Mechanical trip test","Hi guys,

ARA was unable to attend today’s systems interface test at 71 Owen Street.

Is a tech available either tomorrow (anytime) or Monday (10am) to put a trip through?

@'Fiorentino, Marco', noting that the tenant will need to be advised as well
Hi Brad

Apologies again for missing todays test as I had it in my schedule for tomorrow (Friday 13/03/2026)

As discussed I will be away from Tuesday 17/03/2026 until the end of April (Hip replacement) but would like to see a quick test at the above address... I can do anytime tomorrow 13/03/2026 but if not possible my next only available is Monday 16/03/2026 at 1000hrs

Thanks
 
 
 
Ross Millar
Essential Services Compliance Manager
 
 
 	 	 
 
D: 1300 332 237
M: 0402 223 706
","PERFORMED",5,"39A273","","71 Owen Street, Glendenning, NSW 2761","","2019-05-03","","Lendlease Real Estate Investments Ltd C/- JLL","Lester Rodrigues","lester.rodrigues@jll.com","",460.0000,"Callout","","79 Owen Street (11 Lamb Street) , GLENDENNING, NSW, 2761, Australia","Glendenning","2761","John Minai","","Jamie Wright","John Minai","","","","","2026-03-16 09:45:00","2026-03-16 10:41:33","","2026-03-16 09:38:04","","","","","","","","","","","","Completed mech trip test with ARA Mechanical. System normal",-33.74573,150.8515984,"","Access via 79 Owen Street
Marco Fiorentino (JLL) 0414 999 618  
CM3 JLL Induction required","","NR","",True,"",False,"","CO-1513","Jones Lang Lasalle","","[] ","R DETECTION","","","Jamie Wright","John Minai"," ",""
34662,"T-34662","2026-03-12 12:17:33","2026-03-13 08:54:28","Trip testing MWE","Trip testing MWE","Pat (0467 095 028) CC’d will meet John onsite, could you send through Johns contact details please.

This is the drawing we have of your panel, from what I can see the pump room ventilation starts in a fire trip.  I just need to confirm if your supplying a dry contact or voltage to a relay coil.
","PERFORMED",5,"39A733","","(AU642) 70 Euston Road, Alexandria","","","","FlameSafe Warranty (Contracts)","Jack Santangelo","","",130.0000,"Callout","","70 Euston Rd, Alexandria NSW 2015, Australia","Alexandria","2015","John Minai","","Jamie Wright","Jimmy Kak","","","","","2026-03-13 07:00:00","2026-03-13 08:54:28","","2026-03-13 07:21:04","","","","","","","","","","","","Checked program and module for pump room exhaust fan, made some slight changes in programming. Mech guy also changed his controls to be fail safe. Checked and tested trip. System is now working normal.",-33.9077352,151.1910536,"CA","Clay Hackett (Goodman) 0410 547 532

Lock Box Code: 642","","BH","",True,"",False,"","","FlameSafe Warranty (Contracts)","","[] ","R DETECTION","","","Jamie Wright","Jimmy Kak"," ",""
34400,"T-34400","2026-03-10 15:04:50","2026-03-11 13:54:18","Unit 9 smoke beam detector L11M014","Unit 9 smoke beam detector L11M014","Type	Common Areas : Fire Services (Equipment Failure)
Exact Location	Unit 9 smoke beam detector L11M014
Details	Essilor Unit 9 Smoke Beam detector L11M014 permanently in FAULT , unable to reset","PERFORMED",5,"39A208","","Gateway Business Park - Unit 3/9/10 - 63-79 Parramatta Road, Silverwater, NSW 2128","","2019-11-22","Knight Frank Australia Pty Ltd","Cambooya Properties C/o Knight Frank Australia Pty Ltd","Keith Barnett","keith.barnett@au.knightfrank.com","",460.0000,"Callout","","63-79 Parramatta Road, SILVERWATER, NSW, 2128, Australia","Silverwater","2128","Gordon Jenkins","","Jamie Wright","Gordon Jenkins","","","","","2026-03-11 13:00:00","2026-03-11 13:54:18","","2026-03-11 13:16:57","","","","","","Work Order Number	W15533477","","","","","","Checked beam detector will need man lift two men on a Saturday to get access to repair",-33.8449444,151.0428598,"","Knight Frank, Property manager: Keith Barnett 0414 377 100
Building #4 (Under Construction)
Building #8, #9 & #10 - Essilor","","NR","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","","Jamie Wright","Gordon Jenkins"," ",""
34126,"T-34126","2026-03-09 08:29:37","2026-04-15 09:00:18","Alarm of FIP requires investigation","Alarm of FIP requires investigation","Simon called requesting attendance for the alarm of the FIP","PERFORMED",5,"39779","","By the Bay Investments - 2 Giffnock Avenue, North Ryde, 2113","","2024-05-29","","C/- Colliers Int’l Pty Ltd","Terry","Terry.X.Choi@colliers.com","",460.0000,"Callout","","2 Giffnock Avenue, North Ryde, NSW, 2113, Australia","Macquarie Park","2113","Gordon Jenkins","","Jamie Wright","Gordon Jenkins","","","","","2026-03-09 09:04:00","2026-03-09 09:13:16","","2026-03-09 09:11:11","","","","","","","","","","","","Turned up to site fault on ground floor concealed zone 13 reset fault cleared if returns will need two men",-33.785789,151.1260719,"","HR required - scissor lift (HR missed 2014)
Terry Choi - 0401 455 191","","NR","",True,"",False,"","CO-504","Colliers International","","[] ","R DETECTION","","","Jamie Wright","Jade Ogony"," ",""
34124,"T-34124","2026-03-09 07:27:52","2026-03-12 10:00:48","Mechanical Testing","Mechanical Testing","Attend site to assist with the mechanical testing","PERFORMED",5,"39A426","","11-13 Orion Road, Lane Cove West, NSW 2066","","2021-04-28","","The Trustee for Gemstone Lane Cove Asset","Sajan Gill","Sajan.Gill@jll.com","",0.0000,"Callout","","11 Orion Road, Lane Cove West, NSW, 2066, Australia","Lane Cove West","2066","John Minai","","Jamie Wright","John Minai","","","","","2026-03-12 08:45:00","2026-03-12 10:00:48","","2026-03-12 09:16:43","","","","","","","","","","","","Completed FFFT with Crest Air. They could not access a few MSSBs and have failed it.
3x existing detector faults on FIP. See photos.",-33.8080796,151.1495065,"","JLL:Sajan Gill0470 477 911

JLL CM3 induction required","","NR","",True,"",False,"","CO-1513","Jones Lang Lasalle","","[] ","R DETECTION","","","Jamie Wright","John Minai"," ",""
34024,"T-34024","2026-03-06 12:03:07","2026-03-06 18:13:12","training of isolation for security","training of isolation for security","Attend site to train security on how to conduct isolations of the fire detectors and reading of plans - call carmen when you get to site","PERFORMED",5,"39A671","","State Library of NSW - 1 Shakespeare Place, Sydney, NSW 2000","","2027-02-26","1124","State Library of NSW","Stephen Farrelly","Stephen.Farrelly@sl.nsw.gov.au","",0.0000,"Callout","","1 Shakespeare Place, Sydney, NSW, 2000, Australia","Sydney","2000","John Minai","","Jamie Wright","John Minai","","","","","2026-03-06 13:30:00","2026-03-06 18:13:12","","2026-03-06 14:15:17","","","","","","","","","","","","",-33.8663058,151.2132437,"","Stephen Farrelly 0481 478 256
Katherine Prouting Smith 0410 734 461","","NR","",True,"",False,"","CO-2703","Library Council of NSW","","[] ","R DETECTION","","","Jamie Wright","John Minai"," ",""
