"ID","Ref","Created","Updated","Name","Description","Scope of works","Status","Priority","Property Ref","Property Client Ref","Property Name","Property Account Manager","Property Certification Date","Client Ref","Client","Primary Contact Name","Primary Contact Email","Contractor","Task Value","Category","Tags","Address","Site Suburb","Postal code","Assigned Technician","Supporting Technicians","Assigned Office","Technician","Salesperson","Round","Due","Due After","Scheduled Date","Performed Date","Completed Date","On-site Date","SLA","Due (on site)","Due (performed)","Time to Site (SLA)","Time to Performed (SLA)","Authorisation Ref","Authorisation Amount","Contractor Authorisation Limit","Workorder URL","Internal Note","Invoice Note","Technician Note","Latitude","Longitude","Access Procedure","Access Note","Access Code","Access Schedule","Access Window","Is Active","Deleted","Invoiced","Inactive Date","Billing Card Ref","Billing Card Name","Branch","Cost Centre","Service Group","Zone","Est. Duration","Author","Updated By","Parent Task","Minor Job"
34395,"T-34395","2026-03-10 14:25:46","2026-04-09 12:22:15","FIP monthly defect investigation (Quote QD-2498)","FIP monthly defect investigation","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","PERFORMED",5,"39736","","PPIF -  9 George Street, Parramatta, NSW 2150","","2019-09-18","","Talish Property Group C/- Knight Frank Australia Pty Ltd","Ramy Khalifa","Ramy.Khalifa@au.knightfrank.com","",0.0000,"Repair","","9 George Street, Parramatta, NSW, 2150, Australia","Parramatta","2150","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-03-25 08:00:00","2026-04-09 11:38:00","","2026-04-09 10:44:55","","","","","","Work Order Number	W15529721","780.00","","","","As per accepted defect quote QD-2498 dated 09-03-2026.","DeIsolated zone five free faults popped up repaired detectors on level three faults cleared system now normal",-33.813498,151.0015908,"","Key No. 93
Keys to the building can be obtained from key box located in FHR cupboard on ground floor. Pin No is 1945-
Spare Swipe to car park in office. 
Comms room for OH&S site doc’s
Facility Manager (knight Frank):Ramy Khalifa 0400 396 500  Shane Randall (6/12/23 to 20/12/23 0438 845 222","","NR","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
34390,"T-34390","2026-03-10 14:05:29","2026-04-09 09:17:29","AFSS Inspection Report Feb 2026 (Quote QD-2417 - FIP)","AFSS Inspection Report Feb 2026","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations\
1. Automatic Fire Suppression System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The batteries for both diesel and electric pumps are past the two-year expiry date and need to be replaced.
-  The inlet and outlet tamper valves in the pump room are programmed back to front. The programming needs to be corrected.
-  The warehouse has 5 big ass fans installed under ESFER sprinkler heads. The mech contractor has advised that the fans did not trip on the fire alarm. The fans need to be connected to a fire trip as they will obstruct the flow of water from the sprinkler heads.
-  The fans in the pump room did not start automatically but could be started manually. There appears to be a fire trip that is not connected. The fire trip needs to be connected, and the function tested.

2. Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The zone block plan is missing zone 9 for the BGA at the fire panel.

**Missing smoke detection**
2x detectors to be installed in the open area.
1x detectors to be installed in the SW office.
1x detectors to be installed in the east small open office.
1x detectors to be installed in the rear admin office.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A591 AU240","","Goodman AU240 - Park View Business Park - 3 Talavera Road, Macquarie Park, NSW 2113","","","","Goodman Property Services (Aust) Pty Limited SC01822","Christian Remolina","Christian.Remolina@goodman.com","",7392.3055,"Repair","","3 Talavera Road, Macquarie Park, NSW, 2113, Australia","Macquarie Park","2113","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-03-26 07:01:00","","","2026-03-26 06:41:09","","","","","","Work Order No: 336678  Purchase Order No: 587892","7392.30","","","","As per accepted defect quote QD-2417 - FIP dated 26-02-2026.","Tested diesel pump tampers rewired now the correct way around photos and document

9/4/26 Gordon 
Checked fan in pump room found incorrectly wired and programmed further action required. Checked the five big ass fans will need to get information on where to put a Fire trip or do we need five Fire trips
Photos and documents",-33.7848525,151.1323525,"","Christian Remolina - 0410 587 945","VERIFIED & SINEPRO","NR","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
33860,"T-33860","2026-03-05 10:32:21","2026-04-10 12:49:00","Critical defect - monthly testing (Quote QD-2459)","Critical defect - monthly testing","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following Critical defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A188","","City of Parramatta Council - 9 Wentworth Street, Parramatta, NSW 2150","","2020-06-22","150","C/- Colliers Int’l Pty Ltd","Colliers","","",520.0020,"Repair","","9 Wentworth Street, PARRAMATTA, NSW, 2150, Australia","Parramatta","2150","Nu Unasa","Gordon Jenkins","","Gordon Jenkins","","","","","2026-03-05 09:00:00","","","2026-03-05 20:24:46","","","","","","CWO0678080","520.00","","","","As per accepted defect quote QD-2459 dated 05-03-2026.","Downloads program . Unable to test OWS .
Few functions to look at in programming for OWS , triggers using LOGICS .will have to go through program

Found that ancillary looks out OWS ,from setting off . This is ok - because there’s seperate isolation buttons for FIRE TRIPS on FIP .
Still requires to be on ALARM DEVICES button.
Will program and return to site to upload with tester and retest .",-33.819279,151.0050207,"","Colliers: Hamza - 0460 625 957
Mangers Office key lock 2205","Keybox 2150","NR","",True,"",False,"","CO-504","Colliers International","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
33630,"T-33630","2026-03-04 08:06:46","2026-03-04 12:25:51","39A495 (Service Quote SQ-0387)","Replacement of End Of Life Fire Indicator Panel","As per scope of Works:

Current Fire Indicator Panel IFS-008 has been classed as a Discontinued panel as from 28/11/2005, we recommend that this be replaced with the FS-1600.

We have checked the system, this is currently due for a 5 yearly in 2027, replacing the Fire Indicator panel and OWS system will avoid having to complete this and reset the service requirements to 2031.

This Quote covers the replacement of the EOL FIP, OWS system, all to be installed in one Fire Indicator Panel.

With the installation of a Fire Zone Block Plan.

We have allowed for the change out of the resistors for the new system to operate correctly, full testing will be conducted on completion of the installation.

We have not allowed for any defects that have been found while replacing the Fire Indicator Panel, may require further works.","REVISIT",5,"39A495","","Baxter - 164 Newton Road, Wetherill Park, NSW 2164","","2021-12-11","243","Centuria Property Funds No. 2 Ltd ACF ACN 062 671 872 Pty Ltd  ATF BIPT Marple Ave Sub Trust Level 41, Chifley Tower 2 Chifley Square  SYDNEY NSW 2000","Keisha Casey","Keisha.Casey@centuria.com.au","",13702.2500,"Repair","","164 Newton Road, Wetherill Park, NSW, 2164, Australia","Wetherill Park","2164","Nu Unasa","Gordon Jenkins","Jamie Wright","Gordon Jenkins","","","","","2026-03-04 12:00:00","","","2026-03-04 12:25:09","","","","","","PO Number	A20043_2600024","13702.25","","","","","Checked system for panel replacement photos and documents",-33.8404738,150.8864658,"","**RAPID ACCESS INDUCTION**
Keisha Casey (Centuria)0456371419","","NR","",True,"",False,"","CO-2122","Centuria Property Funds","","[] ","R DETECTION","","","Jamie Wright","Gordon Jenkins"," ",""
33571,"T-33571","2026-03-03 15:39:48","2026-04-10 10:46:43","testing ","testing ","testing- testing ","REVISIT",5,"39000","","FlameSafe Rydalmere Office -  Unit 2, 8-10 Mary Parade, RYDALMERE, 2116","","2019-08-02","1003","FlameSafe Fire Protection (Testing Purposes)","Flamesafe Accounts","michael@flamesafe.com.au","",2217.0000,"Callout","","Unit 2, 8-10 Mary Parade, Rydalmere, NSW, 2116, Australia","Rydalmere","2116","Office Account","","Jade Ogony","Jade Ogony","","","","","2026-04-10 10:45:00","2026-03-03 15:43:34","","2026-04-07 10:36:39","","","","","","","","","","","","",-33.8109834,151.0299426,"","","","MA","",True,"",False,"","","FlameSafe","","[] ","R DETECTION","","","Jade Ogony","Office Account"," ",""
33542,"T-33542","2026-03-03 10:05:21","2026-03-31 12:50:57","FIP Monthly Battery Defects (Quote QD-2413)","FIP Monthly Battery Defects","Dear Customer,

We hope you're doing well. Following our routine monthly testing, we have identified the following defect(s) that we wanted to bring to your attention:

Please see below.

If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39A471","","Building B1, B2, B3 - 5 Williamson Rd, Ingleburn NSW 2565","","2026-06-04","","Ingleburn Industrial Property Co Pty Ltd","Damien Luksic","Damien.Luksic@au.knightfrank.com","",3183.0040,"Repair","","5 Williamson Rd, Ingleburn NSW 2565, Australia","Ingleburn","2565","Gordon Jenkins","Bailey Arthur, Darren Brailey, Jimmy Kak, Nu Unasa","","Gordon Jenkins","","","","","2026-03-06 10:00:00","","","2026-03-31 12:43:41","","","","","","Work Order Number	W15504329","3183.00","","","","As per accepted defect quote QD-2413 dated 25-02-2026.","Replaced batteries in bld A 

There is no detection in bld A there for no block plan required. 

No sprinkler block plan on site either. 
(If sprinkler block plan is required then sprinkler techs need to attend site)
See attached photo of the zone list.

Bld A does not have an occupant warning system. The existing FIP doesn’t have hardware for ows. There is no sign of sounders in bld A Either. BLD A seem to have never had any ows on the past. Horn speakers are fitted inside the BLD A but they’re not connected to the existing fire system.

Further investigation is required to see if ows in bld A is required.

31/3/26 Gordon 
Turned up to site to replace batteries found batteries have been replaced already",-33.9981023,150.848054,"CA","Damien Luksic (Knight Frank) 0436 016 268","","BH","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","00:00:00","Jamie Wright","Gordon Jenkins"," ",""
33494,"T-33494","2026-03-02 12:00:10","2026-03-09 15:08:33","FIP Critical defects (Quote QD-2437)","FIP Critical defects","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following Critical defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39235","","Space 207 - 207 Pacific Highway, St Leonards, NSW 2065","","2018-03-08","","Altis Bulky Retail ATF Altis Bulky Sub Trust 4 The Trust Company (Australia) LTD ACF Altis Bulky Sub Trust 4","Alex Bailey","alex.bailey@au.knightfrank.com","",1040.0000,"Repair","","207 Pacific Highway, St Leonards, NSW, 2065, Australia","St Leonards","2065","John Minai","","","John Minai","","","","","2026-03-09 06:00:00","","","2026-03-09 06:07:21","","","","","","Work Order Number	W15500704","1040.00","","","","As per accepted defect quote QD-2437 dated 02-03-2026.","9/3/2026
John and Hugo
Investigated OWS not operating on levels 4 to roof. Found fault to be at amplifier in FIP cabinet. T-Gen 50 slave Amplifier which serves levels 4 and above is faulty. After impedance testing circuit for the speakers, the capacity was at 70watts which is well above the 50watt capacity of the amplifier. The T-Gen 50 is obsolete and is superseded by the T-Gen2. Recommend replacing with a new 120w amplifier T-Gen2 with splitter card and PSU + batteries.",-33.8238486,151.1933848,"","I&T No.: PIN: KF 105767 
External ramp lockbox 2018
Pass accesses BM Office
Use Key GMK 0 from managers office (Kevin). Peter 0433850558
Alex Bailey (Knight Frank) 0407 916 561","","NR","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","00:00:00","Jamie Wright","John Minai"," ",""
33490,"T-33490","2026-03-02 11:33:18","2026-03-13 11:43:48","End Of Life Fire Indicator Panel Replacement (Quote QD-2368 - FIP)","End Of Life Fire Indicator Panel Replacement","As per scope of Works

Scope of Works
Replacement of End of life 2800 with 3030, along with the replacement of the mimic Panels due to compatibility. Due to the fault on the FIP, parts are unavailable, require to replace the FIP.
This quote covers the replacement for like for like
-  Any extra faults from the replacement will require a separate quote for repairs.
-  This quote does not cover any earth faults that may show up on the system, further quote will be required.
We have only allowed for the replacement of the 2800 to a 3030, we have allowed for the replacement of the 18 detectors to change from smoke to thermal and only 20 MCP may require extra depending on the amount installed on site, and speakers for any major issues after replacement.

Exclusion:
•  Work performed outside normal working hours.
•  Provision for upgrades or additional fire services not noted in this quote.
•  Supply and installation of works outside the scope detailed above.
•  Provision for additional fire and essential services not specifically included.
•  Building works (e.g., core holes, wall chasing, removal/replacement of ceiling grids or tiles, patching, painting, and making good) unless otherwise specified.
•  Alterations required for structural purposes (these will be charged at cost + 6%).
•  Block plan updates.
•  Site allowance.
•  CDC documentation or similar requirements.
•  Final connection of fire trips within mechanical/security boards or similar systems.
•  Any items not specifically included above. Exclusion:
•  Work performed outside normal working hours.
•  Provision for upgrades or additional fire services not noted in this quote.
•  Supply and installation of works outside the scope detailed above.
•  Provision for additional fire and essential services not specifically included.
•  Building works (e.g., core holes, wall chasing, removal/replacement of ceiling grids or tiles, patching, painting, and making good) unless otherwise specified.
•  Alterations required for structural purposes (these will be charged at cost + 6%).
•  Block plan updates.
•  Site allowance.
•  CDC documentation or similar requirements.
•  Final connection of fire trips within mechanical/security boards or similar systems.
•  Any items not specifically included above.","REVISIT",5,"39380","","Costas - 4 Beach Street, Eastern Creek, NSW 2766","","2022-08-01","","Lendlease Real Estate Investments Ltd C/- JLL","Marco Fiorentino","Marco.Fiorentino@jll.com","",29772.4184,"Repair","","4 Beach Street, Eastern Creek, NSW, 2766, Australia","Eastern Creek","2766","Nu Unasa","Allan Sparkl, Gordon Jenkins, John Minai","","Gordon Jenkins","","","","","2026-03-13 06:00:00","","","2026-03-13 08:51:12","","","","","","W-00105-000094","29772.42","","","","As per accepted defect quote QD-2368 - FIP dated 19-02-2026.","Traced cables to look for water or short on system found detection in the cool rooms full of water removed cables in the ceiling from the loop. Card sprinklers pressure switches pumps back online. The only thing disconnected now is the MCPs and detection in the cool room further action required. 
Will need to quote to replace 
16 detectors and BGA’s to addressable",-33.804749,150.8479479,"","Marco Fiorentino (JLL) 0414 999 618","","NR","",True,"",False,"","CO-1513","Jones Lang Lasalle","","[] ","R DETECTION","","18:01:00","Jamie Wright","Gordon Jenkins"," ",""
33254,"T-33254","2026-02-27 16:03:48","2026-03-30 10:58:36","PM2026/03 R DETECTION (39A792) ","Mar 2026 routine servicing (7 items): System Interface Testing: Full Function Test (AS 1851-2012 Appendix D): Annual (7)","System Interface Testing: Full Function Test (AS 1851-2012 Appendix D): Annual (7)","PERFORMED",5,"39A792","","17-19 Distribution Dr. Orchard Hills","","2026-05-29","","Knight Frank","Salvatore Di Pietro","salvatore.dipietro@au.knightfrank.com","",0.0000,"I&T","","17 Distribution Dr., Orchard Hills NSW 2748, Australia","Orchard Hills","2748","Haider Al-Heyoury","","","Haider Al-Heyoury","","","2026-03-31","","2026-03-30 11:00:00","2026-03-30 10:58:36","","2026-03-30 09:12:21","","","","","","","","0.00","","","","",-33.825658,150.7775398,"CA","Salvatore Di Pietro KF 0459 519 795098 
Knight Frank access requirements to be fulfilled QR code log-in , 1-2 days notice to BM Salvatore Di Pietro (Knight Frank) 0459 519 795 - REFER COVID 19 FORMS ON LINK","","OA","",True,"",False,"","CO-070","Knight Frank Australia Pty","","[] ","R DETECTION","","","Office Account","Haider Al-Heyoury"," ",""
32774,"T-32774","2026-02-27 10:37:17","2026-03-25 07:29:01","Annual Testing investigation/repairs (Quote QD-2255)","Annual Testing investigation/repairs","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39392","","Toll - 11A Greenhills Avenue, Moorebank, NSW 2170","","2021-11-22","","Vassk Investments Pty Ltd ATF Greenhills Estate Unit Trust C/-CBRE","Christian Sacco","cristian.sacco@cbre.com","",2388.0080,"Repair","","11A Greenhills Avenue, Moorebank, NSW, 2170, Australia","Moorebank","2170","Gordon Jenkins","","","Nick Hollingsworth","","","","","2026-03-05 11:36:00","","","2026-03-05 11:28:00","","","","","","PO6906266_201010","2388.00","","","","As per accepted defect quote QD-2255 dated 06-02-2026.","After Checking the warning system recommend installing six speakers upstairs three downstairs",-33.9380507,150.9308702,"","A SITE INDUCTION IS NOW REQUIRED TO ENTER SITE. CONTACT 
All techs will also need to sign in and out of our visitor book at reception everytime they visit","","NR","",True,"",False,"","CO-038","C.B Richard Ellis Pty Ltd","","[] ","R DETECTION","","00:00:00","Jamie Wright","Nick Hollingsworth"," ",""
32615,"T-32615","2026-02-25 07:59:11","2026-03-12 14:25:12","AFSS Inspection report Jan 2026 (Quote QD-2211 - FIP)","AFSS Inspection report Jan 2026","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

4.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The spacing of detection under all mezzanines needs to be reviewed. Due to the large beams that are more than 300mm deep detection is required in each section between beams.

Issue with the End of life fire panel due to connection require to upgrade fire system, we have allowed to attend site to obtain a copy of the program to supply a quote for the upgrade.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39855","","PFM Corp (BLDG 2) - 147-151 Newton Road, Wetherill Park, NSW 2164","","2019-05-24","485","Kenneth R Moras Property Holdings Pty Ltd","Kenneth R Moras Property Holdings Pty Ltd","","",1040.0040,"Repair","","2/147 Newton Rd, Wetherill Park NSW 2164, Australia","Wetherill Park","2164","John Minai","","","John Minai","","","","","2026-03-12 06:00:00","","","2026-03-12 12:15:38","","","","","","Wei Mo - AFSS","1040.00","","","","As per accepted defect quote QD-2211 - FIP dated 30-01-2026.","12/3/2026
XP95 smokes

WH1 Per bay starting from Newton Rd side Entry driveway corner
2x new
2x relocated
3x new
2x relocates
2x new
2x relocates 
3x new
2x relocates (fire exit door 20)
2x new
2x relocates
2x relocates and 1x new
2x new (fire exit door 6)
2x relocates
3x new
1x relocate (last bay end of WH1)

WH1 exit driveway side
3x relocates and 1x new
3x relocates and 1x new
3x new
3x relocates and 2x new (fire exit door 40 mezz stairs)
1x new
1x new
3x relocates and 1x new
3x relocates and 1x new
4x new (last bay end of WH1 exit driveway side)

Revisit for inspection of WH2",-33.8405723,150.8968963,"","Shorn Houzy 0425328278","","NR","",True,"",False,"","CO-2119","Kenneth R Moras Property Holdings Pty Ltd","","[] ","R DETECTION","","00:00:00","Jamie Wright","John Minai"," ",""
32351,"T-32351","2026-02-23 14:03:58","2026-04-09 11:41:43","Defect raised during our recent 6 monthly sprinkler alarm valve testing. SPRK 2026. (Quote QD-2379)","Defect raised during our recent 6 monthly sprinkler alarm valve testing. SPRK 2026.","Dear Customer,
 
We hope you're doing well. Following our routine 6-Monthly testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:
 
 
If you have any questions or need further clarification, feel free to reach out.
Thank you for your understanding and continued support.","REVISIT",5,"39A415 A AU002","","Goodman AU002 - Slough Business Park - Block A Units 1-10 - 2 Slough Road, Silverwater, NSW 2128","","","","Goodman Property Services (Aust) Pty Limited SC01822","Angelo Munozco","Angelo.Munozco@goodman.com","",650.0000,"Repair","","2 Slough Avenue Block A Units 1-10, Silverwater, NSW, 2128, Australia","Silverwater","2128","Gordon Jenkins","Nu Unasa","","John Minai","","","","","2026-02-24 11:00:00","2026-02-24 12:52:09","","2026-02-24 11:43:02","","","","","","Work Order No: 334640  Purchase Order No: 584328","650.00","","","","As per accepted defect quote QD-2379 dated 23-02-2026.","Repair tamper found tamper valves faulty need to replace photos in documents

John & Gordon 10/3/2026
Investigated OWS issues United 1-10. Found cable that serves units 7-10 and ran cable feed between units 6 and 7. Impedance on one circuit for units 5-10 is 89watts and the impedance for units 1-4 is 35watts. Existing amplifier is only a 50w card. A second amplifier of 120w is required for units 5-10 and a battery cabinet to relocate batteries below cabinet required to make room for 120w amplifier. Quote required AMPAC.",-33.8320651,151.0500501,"CA","Angelo Munozco (Goodman) 0427 637 792","","OA","",True,"",False,"","CO-074","Goodman Property Services (Aust) Pty Limited","","[] ","R DETECTION","","00:00:00","Dean Shaw","Nick Hollingsworth"," ",""
32310,"T-32310","2026-02-23 06:49:17","2026-03-02 10:43:13","39A164 (Service Quote SQ-0592)","Replacement of damaged fire equipment","had contractors do a renovation on 2 toilets in Unit 1, 2 Eden Park Drive. In doing the reno the demo guys damaged the speakers and the smoke detectors. Could we please have a cost for replacement and in the mean time program someone to come and do the work

2 x addressable thermal smoke
2 x low profile speakers","INPROGRESS",5,"39A164","","NKS - 2 Eden Park Drive, Macquarie Park, NSW 2113","","2024-11-27","","Nks (NSW) Pty Ltd C/- Dunnet Properties Pty Ltd Pty Ltd","Craig Simpson","craig@dunnet.com.au","",680.6300,"Repair","","2 Eden Park Drive, MACQUARIE PARK, NSW, 2113, Australia","Macquarie Park","2113","Hugo","","Jamie Wright","Hugo","","","","","2026-02-23 12:00:00","","","2026-03-02 07:18:56","","","","","","PO - 2060223.","1161.26","","","- Sign in and isolate 
- Measure cut out and install devices
- Existing addresses are miss matching with the description. Talked to building manager and re-programmed to its suitable description","","",-33.7856274,151.1305531,"CA","Enes 0478 486 303. Swipe and key lock box on door of FIP room 003
Craig Simpson (Dunnet Properties P/L) 0490 544 892","","BH","",True,"",False,"","CO-2532","NKS (NSW) Pty Ltd","","[] ","R DETECTION","","","Jamie Wright","Hugo"," ",""
31974,"T-31974","2026-02-18 12:55:28","2026-03-18 14:30:38","AFSS inspection report December 2025 (Quote QD-2077 - FIP)","AFSS inspection report December 2025","Dear Customer,
We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations

1.  Automatic Fire Detection & Alarm System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  The visual warning devices above the stage did not operate on the fire alarm. The strobes must operate due to the sound levels in the area.
-  There is a heat detector installed under a light fitting that cant be tested, the detector needs to be relocated.
-  There is no detection installed outside the goods lift on ground floor, detection is required in this area.
-  The fire detection block pan does not show the location of the WIP’s on site. The block plan needs to be updated to show this detail.
-  The fire safety certificate that was created for the new fit out lists AS1670.1-2005, this standard does not exist. AS1670.1-2004 Amendment 1 was released in 2005. The block plan lists AS1670.1-2004, further investigation is required.
-  There is a detector installed directly under a ceiling fan in the smoking area that is falling off the roof. Detection can’t be installed closer than 400mm from the blade of the ceiling fan. The detector needs to be relocated.


**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39666","","Club Ashfield - 1-11 Charlotte Street, Ashfield, NSW 2131","","2019-03-12","48","Ashfield Catholic & Community Club Ltd","Vincent Di Maio","vincentd@clubashfield.com.au","",2425.8222,"Repair","","1-11 Charlotte Street, ASHFIELD, NSW, 2131, Australia","Ashfield","2131","Gordon Jenkins","John Minai, Nu Unasa","","John Minai","","","","","2026-03-18 06:00:00","","","2026-02-19 12:41:35","","","","","","","2425.82","","","","As per accepted defect quote QD-2077 - FIP dated 08-01-2026.","17/3/2026 picked up parts Ampac
18/3/2026 installed detectors in BOH goods lift areas. Installed detector in server room. Relocated detector above light. Relocated detector above ceiling fan. Connected up strobe on level 1 stage and programmed and tested. May need fire label for strobe above stage. Majority of works in ground floor public spaces. Will need to arrange early morning access in April with Vincent when we can start earlier. System normal.",-33.8870936,151.1259093,"","Vincent 9798 6344","","NR","",True,"",False,"","CO-1610","Ashfield Catholic & Community Club Ltd","","[] ","R DETECTION","","00:00:00","Jamie Wright","John Minai"," ",""
31757,"T-31757","2026-02-16 10:48:21","2026-02-25 14:56:44","AFSS Defect report Jan 2026 (Quote QD-2289 - FIP)","AFSS Defect report Jan 2026","Dear Customer,

We hope you're doing well. Following our routine annual testing, we have identified the following defect(s) that we wanted to bring to your attention, please see below:

Section 2 – Assessment results and observations
1.  Automatic Fire Detection System
At the time of assessment, the following non-compliances were observed that are required to be rectified:
-  L2, the smoke detector located outside both sets of stairs have been removed. 2 x smoke detectors required.

**Kindly note further quote may be required after initial investigation.** If you have any questions or need further clarification, feel free to reach out.

Thank you for your understanding and continued support.","REVISIT",5,"39955","","D.J.Wear - 117 York Street, Sydney, NSW 2000","","2024-03-17","166","117 York Street Pty Limited","William Grunberger","wgrunberger@dwear.com.au","",4568.8130,"Repair","","117 York Street, SYDNEY, NSW, 2000, Australia","Sydney","2000","Nu Unasa","","","Nu Unasa","","","","","2026-02-25 08:30:00","","","2026-02-25 12:53:06","","","","","","William Grunberger","4568.80","","","","As per accepted defect quote QD-2289 - FIP dated 11-02-2026.","",-33.8713313,151.2060724,"","**Sign in at 350 Kent St. Level 6 D.J. Wear (Pick up key & Swipe)
Parking in basement Market Row, off Mullins St
William Grunberger 9262 2256 or 0449 005","","NR","",True,"",False,"","CO-686","D.J.Wear & Associates","","[] ","R DETECTION","","00:00:00","Jamie Wright","Nu Unasa"," ",""
31520,"T-31520","2026-02-12 08:30:01","2026-02-12 20:41:48","FAS Fault investigation","FAS Fault investigation","Emma requested attendance today for the investigation of the FAS and alarm fault.

Site Details 
Site name: METROLINK 
Address: 197-201 Coward St , MASCOT 
ASE No: 251758 

Event Details 
Event Description: FAS Fault 
ASE input: 1 
Location Description: Fire Control Room Front Of Building 
Date and Time: Feb 12 2026 4:18AM 
Incident No: 1836317061 
","REVISIT",5,"39A434","","Metrolink Corporate Park - 197-201 Coward Street  Mascot, NSW 2020","","2023-10-27","","The Trust Company (Australia) Ltd ATF Ascendas Business Park Trust No.1 C/- Colliers","Colliers","jason.natoli@colliers.com","",1320.0000,"Callout","","197-201 Coward Street, Mascot, NSW, 2020, Australia","Mascot","2020","Nu Unasa","","Jamie Wright","Nu Unasa","","","","","2026-02-12 09:00:00","","","2026-02-12 20:40:18","","","","","","","","","","","","Detector fault , bathroom building B, smoke in fault .

Required replacing . Hochiki addressable-smokes.isolated point till replacement 

Put order in for replacement",-33.9249112,151.1882823,"","Emma Cole **CALL HER THE DAY BEFORE**
Access to Keys need to via the link below. 
<https://www.keymaas.com.au/userRegistration.html?site=a814b300-b267-4d66-ae08-1eea38ade79c>","","NR","",True,"",False,"","CO-504","Colliers International","","[] ","R DETECTION","","","Jamie Wright","Nu Unasa"," ",""
